query,answer,top_chunk,top_score,similarity_score,f1_score,found_in_top_k,found_in_top_1,found_in_top_3,found_in_top_5
How can studying sewage help track antibiotic resistance around the world?,We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR,"""Antimicrobial Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage https://doi.org/10.1038/s41467-019-08853-3 resistance (AMR) is a serious threat to global public health, but obtaining representative data on AMR for healthy human populations is difficult. Here, we use metagenomic analysis of untreated sewage to characterize the bacterial resistome from 79 sites in 60 countries. We find systematic differences in abundance and diversity of AMR genes between Europe/North-America/Oceania and Africa/Asia/South-America.",0.7251157164573669,0.061633281972265024,0.4878048780487805,True,False,False,False
What evidence supports the two-way traffic of AMR between farms and clinics?,Whole genome sequencing is revealing and beginning to quantify the two-way traffic of AMR bacteria between the farm and the clinic,"urrent evidence that food animals are responsible for transfer of AMR to humans. We searched PubMed, Web of Science, and EMBASE for literature published between 1940 and 2016. Our results show that eight studies (18%) suggested evidence of transmission of AMR from food animals to humans, 25 studies (56%) suggested transmission between animals and humans with no direction specified and 12 studies (26%) did not support transmission.",0.5988528728485107,0.3581267217630854,0.39999999999999997,True,False,True,True
Can common flies really spread antibiotic-resistant bacteria?,"'Filth flies' feed and develop in excrement and decaying matter and can transmit enteric pathogens to humans and animals, leading to colonization and infection. Considering these characteristics, 'filth flies' are potential vectors for the spread of antimicrobial resistance (AMR)."," and colistin-resistant (mcr-1 positive) bacteria. Resistant bacteria in flies often share the same genotypes with bacteria from humans and animals when their habitat overlap. The risk of transmission is most likely highest for enteric bacteria as they are shed in high concentration in excrements and are easily picked up by flies. ‘Filth flies’ can ‘bio-enhance’ the transmission of AMR as bacteria multiply in the digestive tract, mouthparts and regurgitation spots.",0.7255240678787231,0.6014150943396226,0.6451612903225806,True,False,False,True
How can studying sewage help track antibiotic resistance around the world?,We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR,"""Antimicrobial Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage https://doi.org/10.1038/s41467-019-08853-3 resistance (AMR) is a serious threat to global public health, but obtaining representative data on AMR for healthy human populations is difficult. Here, we use metagenomic analysis of untreated sewage to characterize the bacterial resistome from 79 sites in 60 countries. We find systematic differences in abundance and diversity of AMR genes between Europe/North-America/Oceania and Africa/Asia/South-America.",0.7251157164573669,0.061633281972265024,0.4878048780487805,True,False,False,False
How does a high-concentrate diet affect antimicrobial resistance genes in cattle?,Both the diversity and abundance of these genes were higher in concentrate-fed animals.,"sessed in ruminal digesta samples taken from 50 antibiotic-free beef cattle, comprising four cattle breeds receiving two diets containing different proportions of concentrate. Two hundred and four genes associated with antimicrobial resistance (AMR), colonisation, communication or pathogenicity functions were identified from 4966 metagenomic genes using KEGG identification. Both the diversity and abundance of these genes were higher in concentrate-fed animals.",0.7185003757476807,0.2914572864321608,0.41935483870967744,True,True,True,True
Why is 3D bioprinting of bacterial biofilms significant for studying AMR?,The potential to bioprint and study 3D bacterial biofilm constructs could have great clinical significance at a time when antimicrobial resistance is rising to dangerously high levels worldwide.,"nting of mature bacterial biofilms for antimicrobial resistance drug testing https://doi.org/10.1088/1758-5090/ab37a0 ""The potential to bioprint and study 3D bacterial biofilm constructs could have great clinical significance at a time when antimicrobial resistance is rising to dangerously high levels worldwide. In this study, clinically relevant bacterial species including Escherichia coli, Staphylococcus aureus (MSSA), Methicillin-resistant Staphylococcus aureus (MRSA) and Pseudomonas aeruginosa were 3D bioprinted using a double-crosslinked alginate bioink to form mature bacteria biofilms,",0.7529804706573486,0.4898989898989899,0.5977011494252873,True,True,True,True
Are wild animals in cities spreading drug-resistant bacteria?,"Urban wildlife carry a high burden of clinically relevant antimicrobial-resistant E. coli in Nairobi, exhibiting resistance to drugs considered crucial for human medicine by WHO."," security in the modern era. Wildlife, particularly those that use urban environments, are an important but understudied component of epidemiology of antimicrobial resistance. We investigated antimicrobial resistance overlap between sympatric wildlife, humans, livestock, and their shared environment across the developing city of Nairobi, Kenya. We use these data to examine the role of urban wildlife in the spread of clinically relevant antimicrobial resistance.Methods99 households across Nairobi were randomly selected on the basis of socioeconomic stratification.",0.6523400545120239,0.26138032305433184,0.575,True,False,True,True
What approach is needed to understand AMR transmission between humans and livestock?,A better understanding of the human-livestock interface will aid in the development of evidence-based and effective One Health interventions that can ultimately reduce the burden of AMR in humans.," on Escherichia coli.We recapitulate the current understanding of the transmission of AMR between humans and livestock based on current genomic and epidemiological approaches. We discuss how the use of well-designed, high-resolution genome sequencing studies can improve our understanding of the human-livestock interface.A better understanding of the human-livestock interface will aid in the development of evidence-based and effective One Health interventions that can ultimately reduce the burden of AMR in humans."" Antimicrobial resistance research in a post-pandemic world: Insights on",0.7832090854644775,0.49809402795425667,0.5822784810126582,True,True,True,True
What did the genomic analysis of global sewage samples reveal about resistance gene mobility?,"The genetic environments of 49 common ARGs are highly diverse, with most common ARGs carried by multiple distinct genomic contexts globally and sometimes on plasmids.","2-34312-7 Genomic analysis of sewage from 101 countries reveals global landscape of antimicrobial resistance Antimicrobial resistance (AMR) is a major threat to global health. Understanding the emergence, evolution, and transmission of individual antibiotic resistance genes (ARGs) is essential to develop sustainable strategies combatting this threat. Here, we use metagenomic sequencing to analyse ARGs in 757 sewage samples from 243 cities in 101 countries, collected from 2016 to 2019.",0.6985957026481628,0.5045592705167173,0.5411764705882353,True,False,True,True
Did COVID-19 affect how we monitor and research antibiotic resistance?,"Moreover, antimicrobial resistance (AMR) surveillance and AMS have been deprioritised with diversion of health system resources to the pandemic response.","l relevance compared to 2D culture models and we have demonstrated their use in antimicrobial testing."" Key considerations on the potential impacts of the COVID-19 pandemic on antimicrobial resistance research and surveillance https://doi.org/10.1093/trstmh/trab048 ""Antibiotic use in severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) patients during the COVID-19 pandemic has exceeded the incidence of bacterial coinfections and secondary infections, suggesting inappropriate and excessive prescribing.",0.6570407152175903,0.4090909090909091,0.47619047619047616,True,False,True,True
How does biofilm thickness influence antibiotic resistance in E. coli biofilms?,Thicker 3D E. coli biofilms had greater resistance to tetracycline than thinner constructs over 7 d of treatment.,"imicrobials than corresponding two-dimensional (2D) cultures. Thicker 3D E. coli biofilms had greater resistance to tetracycline than thinner constructs over 7 d of treatment. Our methodology allowed for the precise 3D bioprinting of self-supporting 3D bacterial biofilm structures that developed biofilms during extended culture. 3D biofilm constructs containing bacterial biofilms produce a model with much greater clinical relevance compared to 2D culture models and we have demonstrated their use in antimicrobial testing."" Key considerations on the potential impacts of the COVID-19 pandemic on",0.6657671928405762,0.31741573033707865,0.42352941176470593,True,True,True,True
