query,answer,top_chunk,top_score,similarity_score,f1_score,found_in_top_k,found_in_top_1,found_in_top_3,found_in_top_5
How can studying sewage help track antibiotic resistance around the world?,We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR,"""Antimicrobial Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage https://doi.org/10.1038/s41467-019-08853-3 resistance (AMR) is a serious threat to global public health, but obtaining representative data on AMR for healthy human populations is difficult. Here, we use metagenomic analysis of untreated sewage to characterize the bacterial resistome from 79 sites in 60 countries. We find systematic differences in abundance and diversity of AMR genes between Europe/North-America/Oceania and Africa/Asia/South-America. Antimicrobial use data and bacterial taxonomy only explains a minor part of the AMR variation that we observe. We find no evidence for cross-selection between antimicrobial classes, or for effect of air travel between sites.",0.7369899153709412,0.32323232323232326,0.3846153846153846,True,False,True,True
What evidence supports the two-way traffic of AMR between farms and clinics?,Whole genome sequencing is revealing and beginning to quantify the two-way traffic of AMR bacteria between the farm and the clinic,"re published between 1940 and 2016. Our results show that eight studies (18%) suggested evidence of transmission of AMR from food animals to humans, 25 studies (56%) suggested transmission between animals and humans with no direction specified and 12 studies (26%) did not support transmission. Quality of evidence was variable among the included studies; one study (2%) used high resolution typing tools, 36 (80%) used intermediate resolution typing tools, six (13%) relied on low resolution typing tools, and two (5%) based conclusions on co-occurrence of resistance. While some studies suggested to provide evidence that transmission of AMR from food animals to humans may occur, robust conclusions on the directionality of transmission cannot be drawn due to limitations in study methodologies.",0.6482962965965271,0.26557711950970375,0.3148148148148148,True,False,True,True
Can common flies really spread antibiotic-resistant bacteria?,"'Filth flies' feed and develop in excrement and decaying matter and can transmit enteric pathogens to humans and animals, leading to colonization and infection. Considering these characteristics, 'filth flies' are potential vectors for the spread of antimicrobial resistance (AMR)."," leading to colonization and infection. Considering these characteristics, ‘filth flies’ are potential vectors for the spread of antimicrobial resistance (AMR). This review defines the role of flies in the spread of AMR and identifies knowledge gaps. The literature search (original articles, reviews indexed for PubMed) was restricted to the English language. References of identified studies were screened for additional sources. ‘Filth flies’ are colonized with antimicrobial-resistant bacteria of clinical relevance. This includes extended spectrum beta-lactamase-, carbapenemase- producing and colistin-resistant (mcr-1 positive) bacteria. Resistant bacteria in flies often share the same genotypes with bacteria from humans and animals when their habitat overlap.",0.7042108774185181,0.47093023255813954,0.6521739130434783,True,True,True,True
How can studying sewage help track antibiotic resistance around the world?,We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR,"""Antimicrobial Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage https://doi.org/10.1038/s41467-019-08853-3 resistance (AMR) is a serious threat to global public health, but obtaining representative data on AMR for healthy human populations is difficult. Here, we use metagenomic analysis of untreated sewage to characterize the bacterial resistome from 79 sites in 60 countries. We find systematic differences in abundance and diversity of AMR genes between Europe/North-America/Oceania and Africa/Asia/South-America. Antimicrobial use data and bacterial taxonomy only explains a minor part of the AMR variation that we observe. We find no evidence for cross-selection between antimicrobial classes, or for effect of air travel between sites.",0.7369899153709412,0.32323232323232326,0.3846153846153846,True,False,True,True
How does a high-concentrate diet affect antimicrobial resistance genes in cattle?,Both the diversity and abundance of these genes were higher in concentrate-fed animals.,"hreat to human and animal health. An improved understanding of the abundance of antimicrobial resistance genes and genes associated with microbial colonisation and pathogenicity in the animal gut will have a major role in reducing the contribution of animal production to this problem. Here, the influence of diet on the ruminal resistome and abundance of pathogenicity genes was assessed in ruminal digesta samples taken from 50 antibiotic-free beef cattle, comprising four cattle breeds receiving two diets containing different proportions of concentrate. Two hundred and four genes associated with antimicrobial resistance (AMR), colonisation, communication or pathogenicity functions were identified from 4966 metagenomic genes using KEGG identification. Both the diversity and abundance of these genes were higher in concentrate-fed animals.",0.7678144574165344,0.20689655172413793,0.2988505747126437,True,True,True,True
Why is 3D bioprinting of bacterial biofilms significant for studying AMR?,The potential to bioprint and study 3D bacterial biofilm constructs could have great clinical significance at a time when antimicrobial resistance is rising to dangerously high levels worldwide.," drug testing https://doi.org/10.1088/1758-5090/ab37a0 ""The potential to bioprint and study 3D bacterial biofilm constructs could have great clinical significance at a time when antimicrobial resistance is rising to dangerously high levels worldwide. In this study, clinically relevant bacterial species including Escherichia coli, Staphylococcus aureus (MSSA), Methicillin-resistant Staphylococcus aureus (MRSA) and Pseudomonas aeruginosa were 3D bioprinted using a double-crosslinked alginate bioink to form mature bacteria biofilms, characterized by confocal laser scanning microscopy (CLSM) and fluorescent staining. Solid and porous bacteria-laden constructs were reproducibly bioprinted with thicknesses ranging from 0.25 to 4 mm. We demonstrated 3D bioprinting of thicker biofilms (>4 mm) than found in currently available in vitro models.",0.7109056711196899,0.35714285714285715,0.4952380952380952,True,True,True,True
Are wild animals in cities spreading drug-resistant bacteria?,"Urban wildlife carry a high burden of clinically relevant antimicrobial-resistant E. coli in Nairobi, exhibiting resistance to drugs considered crucial for human medicine by WHO.","carried a low prevalence of E coli isolates susceptible to all antibiotics tested (45 [9%] of 485 samples) and a high prevalence of clinically relevant multidrug resistance (252 [52%] of 485 samples), which varied between taxa and by foraging traits. Multiple isolates were resistant to one agent from at least seven antimicrobial classes tested for, and a single isolate was resistant to all antibiotics tested for in the study. The phenotypic diversity of antimicrobial-resistant E coli in wildlife was lower than in livestock, humans, and the environment. Within household compounds, statistical models identified two interfaces for exchange of antimicrobial resistance: between both rodents, humans and their rubbish, and seed-eating birds, humans and their rubbish; and between seed-eating birds, cattle, and bovine manure.InterpretationUrban",0.6400481462478638,0.20408163265306123,0.4791666666666667,True,True,True,True
What approach is needed to understand AMR transmission between humans and livestock?,A better understanding of the human-livestock interface will aid in the development of evidence-based and effective One Health interventions that can ultimately reduce the burden of AMR in humans.,"R transmission at the human-livestock interface are discussed, with a focus on Escherichia coli.We recapitulate the current understanding of the transmission of AMR between humans and livestock based on current genomic and epidemiological approaches. We discuss how the use of well-designed, high-resolution genome sequencing studies can improve our understanding of the human-livestock interface.A better understanding of the human-livestock interface will aid in the development of evidence-based and effective One Health interventions that can ultimately reduce the burden of AMR in humans."" Antimicrobial resistance research in a post-pandemic world: Insights on antimicrobial resistance research in the COVID-19 pandemic https://doi.org/10.1016/j.jgar.2021.02.013 ""Antimicrobial resistance must be recognised as a global societal priority -",0.7502536773681641,0.2574447646493756,0.4742268041237113,True,True,True,True
What did the genomic analysis of global sewage samples reveal about resistance gene mobility?,"The genetic environments of 49 common ARGs are highly diverse, with most common ARGs carried by multiple distinct genomic contexts globally and sometimes on plasmids.","stance Antimicrobial resistance (AMR) is a major threat to global health. Understanding the emergence, evolution, and transmission of individual antibiotic resistance genes (ARGs) is essential to develop sustainable strategies combatting this threat. Here, we use metagenomic sequencing to analyse ARGs in 757 sewage samples from 243 cities in 101 countries, collected from 2016 to 2019. We find regional patterns in resistomes, and these differ between subsets corresponding to drug classes and are partly driven by taxonomic variation. The genetic environments of 49 common ARGs are highly diverse, with most common ARGs carried by multiple distinct genomic contexts globally and sometimes on plasmids. Analysis of flanking sequence revealed ARG-specific patterns of dispersal limitation and global transmission.",0.6987654566764832,0.33877551020408164,0.4070796460176991,True,True,True,True
Did COVID-19 affect how we monitor and research antibiotic resistance?,"Moreover, antimicrobial resistance (AMR) surveillance and AMS have been deprioritised with diversion of health system resources to the pandemic response.","Antimicrobial resistance research in a post-pandemic world: Insights on antimicrobial resistance research in the COVID-19 pandemic https://doi.org/10.1016/j.jgar.2021.02.013 ""Antimicrobial resistance must be recognised as a global societal priority - even in the face of the worldwide challenge of the COVID-19 pandemic. COVID-19 has illustrated the vulnerability of our healthcare systems in co-managing multiple infectious disease threats as resources for monitoring and detecting, and conducting research on antimicrobial resistance have been compromised during the pandemic. The increased awareness of the importance of infectious diseases, clinical microbiology and infection control and lessons learnt during the COVID-19 pandemic should be exploited to ensure that emergence of future infectious disease threats, including those related to",0.6879889965057373,0.10779816513761468,0.29357798165137616,True,True,True,True
