query,answer,top_chunk,top_score,similarity_score,f1_score,found_in_top_k,found_in_top_1,found_in_top_3,found_in_top_5
How can studying sewage help track antibiotic resistance around the world?,We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR,"""Antimicrobial Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage https://doi.org/10.1038/s41467-019-08853-3 resistance (AMR) is a serious threat to global public health, but obtaining representative data on AMR for healthy human populations is difficult. Here, we use metagenomic analysis of untreated sewage to characterize the bacterial resistome from 79 sites in 60 countries. We find systematic differences in abundance and diversity of AMR genes between Europe/North-America/Oceania and Africa/Asia/South-America. Antimicrobial use data and bacterial taxonomy only explains a minor part of the AMR variation that we observe. We find no evidence for cross-selection between antimicrobial classes, or for effect of air travel between sites. However, AMR gene abundance strongly correlates with socio-economic, health and environmental factors, which we use to predict AMR gene abundances in all countries in the world. Our findings suggest that global AMR gene diversity and abundance vary by region, and that improving sanitation and health could potentially limit the global burden of AMR. We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR."" ""Antimicrobial resistance in humans, livestock and the wider environment"" https://doi.org/10.1098/rstb.2014.0083 ""Antimicrobial resistance (AMR) in humans is inter-linked with AMR in other populations, especially farm animals, and in the wider environment.",0.7203943729400635,0.026184538653366583,0.272108843537415,True,True,True,True
What evidence supports the two-way traffic of AMR between farms and clinics?,Whole genome sequencing is revealing and beginning to quantify the two-way traffic of AMR bacteria between the farm and the clinic,"her than source of clinically relevant resistance. Wildlife that interact closely with humans, livestock, and both human and livestock waste within households, are exposed to more antimicrobial resistant phenotypes, and could therefore act as conduits for the dissemination of clinically relevant antimicrobial resistance to the wider environment. These results provide novel insight into the broader epidemiology of antimicrobial resistance in complex urban environments, characteristic of lower-middle-income countries.FundingUK Medical Research Council and CGIAR Research Program on Agriculture for Nutrition and Health."" ""Livestock https://doi.org/10.1016/j.cmi.2020.09.019 Quantifying the transmission of antimicrobial resistance at the human and livestock interface with genomics have been implicated as a reservoir for antimicrobial resistance (AMR) that can spread to humans. Close proximity and ecological interfaces involving livestock have been posited as risk factors for the transmission of AMR. In spite of this, there are sparse data and limited agreement on the transmission dynamics that occur.To identify how genome sequencing approaches can be used to quantify the dynamics of AMR transmission at the human-livestock interface, and where current knowledge can be improved to better understand the impact of transmission on the spread of AMR.Key articles investigating various aspects of AMR transmission at the human-livestock interface are discussed, with a focus on Escherichia coli.We recapitulate the current understanding of the transmission of AMR between humans and",0.6246356964111328,0.15125072716695753,0.22499999999999998,True,True,True,True
Can common flies really spread antibiotic-resistant bacteria?,"'Filth flies' feed and develop in excrement and decaying matter and can transmit enteric pathogens to humans and animals, leading to colonization and infection. Considering these characteristics, 'filth flies' are potential vectors for the spread of antimicrobial resistance (AMR)."," and colistin-resistant (mcr-1 positive) bacteria. Resistant bacteria in flies often share the same genotypes with bacteria from humans and animals when their habitat overlap. The risk of transmission is most likely highest for enteric bacteria as they are shed in high concentration in excrements and are easily picked up by flies. ‘Filth flies’ can ‘bio-enhance’ the transmission of AMR as bacteria multiply in the digestive tract, mouthparts and regurgitation spots. To better understand the medical importance of AMR in flies, quantitative risk assessment models should be refined and fed with additional data (e.g. vectorial capacity, colonization dose). This requires targeted ecological, epidemiological and in vivo experimental studies."" https://doi.org/10.1186/s40168-017- The rumen microbiome as a reservoir of antimicrobial resistance and pathogenicity genes is directly affected by diet in beef cattle 0378-z ""The emergence and spread of antimicrobial resistance is the most urgent current threat to human and animal health. An improved understanding of the abundance of antimicrobial resistance genes and genes associated with microbial colonisation and pathogenicity in the animal gut will have a major role in reducing the contribution of animal production to this problem. Here, the influence of diet on the ruminal resistome and abundance of pathogenicity genes was assessed in ruminal digesta samples taken from 50 antibiotic-free beef cattle, comprising four cattle breeds receiving two diets containing different proportions of concentrate.",0.650842547416687,0.23674343867166578,0.3846153846153846,True,False,True,True
How can studying sewage help track antibiotic resistance around the world?,We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR,"""Antimicrobial Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage https://doi.org/10.1038/s41467-019-08853-3 resistance (AMR) is a serious threat to global public health, but obtaining representative data on AMR for healthy human populations is difficult. Here, we use metagenomic analysis of untreated sewage to characterize the bacterial resistome from 79 sites in 60 countries. We find systematic differences in abundance and diversity of AMR genes between Europe/North-America/Oceania and Africa/Asia/South-America. Antimicrobial use data and bacterial taxonomy only explains a minor part of the AMR variation that we observe. We find no evidence for cross-selection between antimicrobial classes, or for effect of air travel between sites. However, AMR gene abundance strongly correlates with socio-economic, health and environmental factors, which we use to predict AMR gene abundances in all countries in the world. Our findings suggest that global AMR gene diversity and abundance vary by region, and that improving sanitation and health could potentially limit the global burden of AMR. We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR."" ""Antimicrobial resistance in humans, livestock and the wider environment"" https://doi.org/10.1098/rstb.2014.0083 ""Antimicrobial resistance (AMR) in humans is inter-linked with AMR in other populations, especially farm animals, and in the wider environment.",0.7203943729400635,0.026184538653366583,0.272108843537415,True,True,True,True
How does a high-concentrate diet affect antimicrobial resistance genes in cattle?,Both the diversity and abundance of these genes were higher in concentrate-fed animals.,"s containing different proportions of concentrate. Two hundred and four genes associated with antimicrobial resistance (AMR), colonisation, communication or pathogenicity functions were identified from 4966 metagenomic genes using KEGG identification. Both the diversity and abundance of these genes were higher in concentrate-fed animals. Chloramphenicol and microcin resistance genes were dominant in samples from forage-fed animals (P < 0.001), while aminoglycoside and streptomycin resistances were enriched in concentrate-fed animals. The concentrate-based diet also increased the relative abundance of Proteobacteria, which includes many animal and zoonotic pathogens. A high ratio of Proteobacteria to (Firmicutes + Bacteroidetes) was confirmed as a good indicator for rumen dysbiosis, with eight cases all from concentrate-fed animals. Finally, network analysis demonstrated that the resistance/pathogenicity genes are potentially useful as biomarkers for health risk assessment of the ruminal microbiome. Diet has important effects on the complement of AMR genes in the rumen microbial community, with potential implications for human and animal health."" PERSPECTIVE: Evolutionary biology and the avoidance of antimicrobial resistance https://doi.org/10.1111/j.1752-4571.2008.00066.x ""Evolutionary biologists have largely left the search for solutions to the drug resistance crisis to biomedical scientists, physicians, veterinarians and public health specialists.",0.7404016256332397,0.11153846153846154,0.18181818181818182,True,True,True,True
Why is 3D bioprinting of bacterial biofilms significant for studying AMR?,The potential to bioprint and study 3D bacterial biofilm constructs could have great clinical significance at a time when antimicrobial resistance is rising to dangerously high levels worldwide.,"nomic contexts globally and sometimes on plasmids. Analysis of flanking sequence revealed ARG-specific patterns of dispersal limitation and global transmission. Our data furthermore suggest certain geographies are more prone to transmission events and should receive additional attention."" 3D bioprinting of mature bacterial biofilms for antimicrobial resistance drug testing https://doi.org/10.1088/1758-5090/ab37a0 ""The potential to bioprint and study 3D bacterial biofilm constructs could have great clinical significance at a time when antimicrobial resistance is rising to dangerously high levels worldwide. In this study, clinically relevant bacterial species including Escherichia coli, Staphylococcus aureus (MSSA), Methicillin-resistant Staphylococcus aureus (MRSA) and Pseudomonas aeruginosa were 3D bioprinted using a double-crosslinked alginate bioink to form mature bacteria biofilms, characterized by confocal laser scanning microscopy (CLSM) and fluorescent staining. Solid and porous bacteria-laden constructs were reproducibly bioprinted with thicknesses ranging from 0.25 to 4 mm. We demonstrated 3D bioprinting of thicker biofilms (>4 mm) than found in currently available in vitro models. Bacterial viability was excellent in the bioprinted constructs, with CLSM observation of bacterial biofilm production and maturation possible for at least 28 d in culture. Importantly, we observed the complete five-step biofilm life cycle in vitro following 3D bioprinting for the first time, suggesting the formation of mature 3D bioprinted biofilms.",0.7188358902931213,0.18244013683010263,0.30857142857142855,True,True,True,True
Are wild animals in cities spreading drug-resistant bacteria?,"Urban wildlife carry a high burden of clinically relevant antimicrobial-resistant E. coli in Nairobi, exhibiting resistance to drugs considered crucial for human medicine by WHO.","s facing global health security in the modern era. Wildlife, particularly those that use urban environments, are an important but understudied component of epidemiology of antimicrobial resistance. We investigated antimicrobial resistance overlap between sympatric wildlife, humans, livestock, and their shared environment across the developing city of Nairobi, Kenya. We use these data to examine the role of urban wildlife in the spread of clinically relevant antimicrobial resistance.Methods99 households across Nairobi were randomly selected on the basis of socioeconomic stratification. A detailed survey was administered to household occupants, and samples (n=2102) were collected from the faeces of 75 wildlife species inhabiting household compounds (ie, the household and its perimeter; n=849), 13 livestock species (n=656), and humans (n=333), and from the external environment (n=288). Escherichia coli, our sentinel organism, was cultured and a single isolate from each sample tested for sensitivity to 13 antibiotics. Diversity of antimicrobial resistant phenotypes was compared between urban wildlife, humans, livestock, and the environment, to investigate whether wildlife are a net source for antimicrobial resistance in Nairobi. Generalised linear mixed models were used to determine whether the prevalence of antimicrobial resistant phenotypes and multidrug-resistant E coli carriage in urban wildlife is linked to variation in ecological traits, such as foraging behaviour, and to determine household-level risk factors for sharing of antimicrobial resistance between humans,",0.662691593170166,0.05379557680812911,0.31506849315068497,True,False,True,True
What approach is needed to understand AMR transmission between humans and livestock?,A better understanding of the human-livestock interface will aid in the development of evidence-based and effective One Health interventions that can ultimately reduce the burden of AMR in humans.,"her than source of clinically relevant resistance. Wildlife that interact closely with humans, livestock, and both human and livestock waste within households, are exposed to more antimicrobial resistant phenotypes, and could therefore act as conduits for the dissemination of clinically relevant antimicrobial resistance to the wider environment. These results provide novel insight into the broader epidemiology of antimicrobial resistance in complex urban environments, characteristic of lower-middle-income countries.FundingUK Medical Research Council and CGIAR Research Program on Agriculture for Nutrition and Health."" ""Livestock https://doi.org/10.1016/j.cmi.2020.09.019 Quantifying the transmission of antimicrobial resistance at the human and livestock interface with genomics have been implicated as a reservoir for antimicrobial resistance (AMR) that can spread to humans. Close proximity and ecological interfaces involving livestock have been posited as risk factors for the transmission of AMR. In spite of this, there are sparse data and limited agreement on the transmission dynamics that occur.To identify how genome sequencing approaches can be used to quantify the dynamics of AMR transmission at the human-livestock interface, and where current knowledge can be improved to better understand the impact of transmission on the spread of AMR.Key articles investigating various aspects of AMR transmission at the human-livestock interface are discussed, with a focus on Escherichia coli.We recapitulate the current understanding of the transmission of AMR between humans and",0.7243195176124573,0.17938718662952646,0.3006535947712418,True,True,True,True
What did the genomic analysis of global sewage samples reveal about resistance gene mobility?,"The genetic environments of 49 common ARGs are highly diverse, with most common ARGs carried by multiple distinct genomic contexts globally and sometimes on plasmids.","""Antimicrobial Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage https://doi.org/10.1038/s41467-019-08853-3 resistance (AMR) is a serious threat to global public health, but obtaining representative data on AMR for healthy human populations is difficult. Here, we use metagenomic analysis of untreated sewage to characterize the bacterial resistome from 79 sites in 60 countries. We find systematic differences in abundance and diversity of AMR genes between Europe/North-America/Oceania and Africa/Asia/South-America. Antimicrobial use data and bacterial taxonomy only explains a minor part of the AMR variation that we observe. We find no evidence for cross-selection between antimicrobial classes, or for effect of air travel between sites. However, AMR gene abundance strongly correlates with socio-economic, health and environmental factors, which we use to predict AMR gene abundances in all countries in the world. Our findings suggest that global AMR gene diversity and abundance vary by region, and that improving sanitation and health could potentially limit the global burden of AMR. We propose metagenomic analysis of sewage as an ethically acceptable and economically feasible approach for continuous global surveillance and prediction of AMR."" ""Antimicrobial resistance in humans, livestock and the wider environment"" https://doi.org/10.1098/rstb.2014.0083 ""Antimicrobial resistance (AMR) in humans is inter-linked with AMR in other populations, especially farm animals, and in the wider environment.",0.6628158092498779,0.19036697247706422,0.2804878048780488,True,False,True,True
Did COVID-19 affect how we monitor and research antibiotic resistance?,"Moreover, antimicrobial resistance (AMR) surveillance and AMS have been deprioritised with diversion of health system resources to the pandemic response."," project to tackle antimicrobial resistance (AMR). The research leadership and process, the access to data, and stakeholders were deeply disrupted by the national and international response to the pandemic, including the interruption of healthcare delivery, lockdowns, and quarantines. The key principles to deliver the research through the pandemic were mainly the high degree of interdisciplinary engagement with integrated teams, and equitable partnership across sites with capacity building and leadership training. The level of preexisting collaboration and partnership were also keys to sustaining connections and involvements throughout the pandemic. The pandemic offered opportunities for realigning research priorities. Flexibility in funding timelines and projects inputs are required to accommodate variance introduced by external factors. The current models for research collaboration and funding need to be critically evaluated and redesigned to retain the innovation that was shown to be successful through this pandemic."" Author Correction: Genomic analysis of sewage from 101 countries reveals global landscape of antimicrobial resistance https://doi.org/10.1038/s41467-023-35890-w Antimicrobial Usage and Resistance in Makkah Region Hospitals: A Regional Point Prevalence Survey of Public Hospitals ""(1) https://doi.org/10.3390/ijerph19010254 Background: Inappropriate use of antimicrobials and subsequently rise of antimicrobial resistance (AMR) remains a major public health priority.",0.6742297410964966,0.048693586698337295,0.25316455696202533,True,True,True,True
